Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language (Tweets) ,Country,Location (Tweets) ,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/Q82jK4Qh90",2019/11/20 10:16,188,1313,1501,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1196960343244689408/pu/img/MZKSDEGa-oSQTpSK.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"全世界のサム・“ポーター”・ブリッジズのみなさん、配達任務ご苦労様です。まだまだ世界を繋いでいる途中だと思いますが、デスストがTGAにノミネートされました。みなさん、ありがとうございます。投票はこちらです。

https://t.co/3jOnqBMnac https://t.co/7kt7yTov8d",2019/11/20 10:25,2305,7475,9780,0,0,1,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,,,https://thegameawards.com/nominees,http://pbs.twimg.com/ext_tw_video_thumb/1196962835160453120/pu/img/TXb9MBsYTMEDfzDP.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/pdFCk1kTzJ",2019/11/20 10:38,70,480,550,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1196966023884181505/pu/img/VFIGMZoArHFWQdDo.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/B4UXjaZ0Ya",2019/11/20 10:39,125,789,914,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1196966178410782720/pu/img/j2TAKvt1q0Q26fUb.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/yzdIUtqu8V",2019/11/20 12:39,1627,6259,7886,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1196996186919432192/pu/img/aGQJ0EpOZC1MYfTe.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
「Flower」「Journey」「Sky」のゲームクリエーターのJenova Chenさん、コジプロ来社。特別なプレゼントいただきました。ありがとうございます?????? https://t.co/5cNyZ6qPYY,2019/11/20 13:19,551,2271,2822,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EJyfH9tUEAEpV2r.jpg,http://pbs.twimg.com/media/EJyfH92VUAE92hn.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
「つくづく思った、映画は勝てない」――押井守、『DEATH STRANDING』を語る @IGNJapan https://t.co/U6p1LXlwWw,2019/11/20 15:38,205,872,1077,0,1,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,IGNJapan,https://jp.ign.com/death-stranding/39798/news/death-stranding,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
Sergei Kolobashkinさんから、ロシアの建築家BORIS VELIKOVSKYの作品集をいただきました。ありがとうございます。 https://t.co/SFVWQWiU3y,2019/11/20 18:09,36,362,398,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EJzhkS3VAAAM1TE.jpg,http://pbs.twimg.com/media/EJzhkS2UUAAgvHy.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
僕も愛用しているPRIME1さんから発売中のサムのロープ(キーホルダー)。このロープ、大人気のようですが、他にデスストで商品化して欲しいものはありますか？サムのドリームキャッチャー？アメリのキープ？フラジャイルのミサンガ？フラジャイルのロープ？ママーのイヤリング？ https://t.co/aF7JNwDTz1,2019/11/20 23:05,2358,8608,10966,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EJ0lQFWU0AA1FIc.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
アリシア・ヴィキャンデルの流暢な日本語を聴きたいので、これから「アースクエイクバード」を観る。 https://t.co/qiG3w9CVHZ,2019/11/20 23:14,74,571,645,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EJ0nKwXUYAUf7bP.jpg,http://pbs.twimg.com/media/EJ0nKwYUwAEUbf7.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"おはようございます。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/WEiq3fulnV",2019/11/21 7:43,141,1300,1441,5,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJ2bwxaU4AAPhwC.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
ワールドツアーで世界を回ってると、世界中のコスプレイヤーの方々と出逢う。不思議な事にひとつのキャラに偏らず、均等にコスプレ人気があるみたい。サム、クリフ、フラジャイル、アメリ、ヒッグス、ママー、デッドマン、ハートマン、ダイハードマン。一番多いのはフラジャイル？クリフは女性が多い？ https://t.co/eGr50CDmYd,2019/11/21 7:53,312,1834,2146,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EJ2eFXwUUAAh1Rv.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"ハートマンの持っているカイラル砂時計をなんとかグッズ化しようと考えましたが、技術的ないいアイデアが浮かびませんでしたw

スイッチひとつで自動でフードが降りるサム風のフーディーも企画しましたが、コスト的に難しいので断念w

フラジャイルの傘は雨に濡れてしまうので、傘としては使えないw",2019/11/21 9:05,1711,7378,9089,0,0,0,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
面白そうなので購入。 https://t.co/LKVZ0KYbn4,2019/11/21 12:47,32,348,380,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EJ3hXxoU4AAb7p8.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"新潮文庫から発売中の「創作する遺伝子」、おかげさまで3刷りになりました。ありがとうございます。

またDEATH STRANDINGのノヴェライズ本は、11/28頃に店頭に並ぶ予定です。パブロ内田さんの素敵な表紙が目印。また巻末の既刊文庫本紹介のセレクトが泣かせる。MEMEの繋がり。ありがとうございます。 https://t.co/px8rMTmuSd",2019/11/21 13:11,332,1420,1752,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EJ3m8umUUAIvGep.jpg,http://pbs.twimg.com/media/EJ3m8wWU4AAg22B.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/MvIUR0m0VB,2019/11/21 14:18,2392,18698,21090,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EJ32QfXU0AAb5D1.jpg,http://pbs.twimg.com/media/EJ32QfZUEAA77FC.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/Vt17inKKQh,2019/11/21 14:46,342,3465,3807,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EJ38ohpU8AAmlYI.jpg,http://pbs.twimg.com/media/EJ38ohpU4AAYISs.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
今年のアガサ・クリスティー賞受賞作品2冊来た！！！！どちらも秀作と聞いてるけど、特に「月の落とし子」のプロットが気になってたので嬉しい！読む！！ https://t.co/QgJHn0cMql,2019/11/21 15:48,84,562,646,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EJ4KtqfVAAAAmtu.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
ピーターさんの「メカ・サムライ・エンパイア」のフランス版が届いた！ありがとうございます！右は限定版！ https://t.co/eArAYCMUJ8,2019/11/21 16:48,55,352,407,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EJ4Ya-9VAAEC_uq.jpg,http://pbs.twimg.com/media/EJ4Ya_YUYAA3_vO.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
Netflixで「アースクエイクバード」を最後まで観た。大好きなアリシア・ヴィキャンデルが久々に良かった。彼女と日本の相性が抜群に良い。髪型、佇い、天候、衣装、日本語、家屋、風景。原作の方は、一人称と三人称とのカットバックとのこと。時代設定も映画とは異なるみたい。小説も読んでみようか。 https://t.co/VnEqLVbenq,2019/11/21 23:10,245,1421,1666,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EJ5v8jBUcAEjDKk.jpg,http://pbs.twimg.com/media/EJ5v8jCU0AAsUFm.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"発売から2週間が経ちました。全世界のサム・ポーター・ブリッジズの皆様、世界を繋いでくれてありがとう。DS依存症の方もお話をクリアした方もゲームを終えた方も何時迄も繋がっています。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/PYrIZDjHKg",2019/11/22 7:40,911,3933,4844,4,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EJ7ksqiUUAAAhx2.jpg,http://pbs.twimg.com/media/EJ7ksqiVUAEhG-9.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/DEDoQXz8qK",2019/11/22 8:28,2001,14100,16101,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1197657929622491136/pu/img/OwpNmtDOU_sKP70Z.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/NDW6SfIXnD",2019/11/22 9:03,107,662,769,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1197666901939277824/pu/img/f3hHtAdFWb5ThNdN.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/ptgSLOtJXF",2019/11/22 9:12,133,701,834,5,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EJ75uRXUcAA3ymr.jpg,http://pbs.twimg.com/media/EJ75uRXVUAAsiRV.jpg,http://pbs.twimg.com/media/EJ75uRXUUAAssww.jpg,http://pbs.twimg.com/media/EJ75uR0VUAAVJ1K.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/QeoS02m3Fs,2019/11/22 9:19,263,2131,2394,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EJ77UdlVAAA8WlA.jpg,http://pbs.twimg.com/media/EJ77UdmUEAIL8J-.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
ゼロからの再スタート。まさにビーチの裸で流れ着いたサムと同じく、何もなかった。でも繋がりだけはあった。その繋がりを辿り、川を渡り、山を越え、多くのサポーター達と固い結び目を創った。DSは創作物がユーザーと繋がり、ゲーム内世界を繋ぎ、プレイヤー同士も互いに繋がり、外の世界とも繋がる。 https://t.co/n9UNI04xsG,2019/11/22 9:42,2147,8620,10767,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EJ8Aog0UEAAGsIq.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
